id,title,authors,year,categories,abstract,pdf_url,matched_terms,relevance_prob,query_type
2112.11323v2,Physics-informed neural network method for modelling beam-wall interactions,Kazuhiro Fujita,2021,"physics.acc-ph, cs.LG, math.NA","A mesh-free approach for modelling beam-wall interactions in particle accelerators is proposed. The key idea of our method is to use a deep neural network as a surrogate for the solution to a set of partial differential equations involving the particle beam, and the surface impedance concept. The proposed approach is applied to the coupling impedance of an accelerator vacuum chamber with thin conductive coating, and also verified in comparison with the existing analytical formula.",https://arxiv.org/pdf/2112.11323v2,"Neural Network, deep neural network",38.9,
2501.00600v2,Constriction and contact impedance of ceramic solid electrolytes,"Md Salman Rabbi Limon, Curtis Duffee, Zeeshan Ahmad",2024,"cond-mat.mtrl-sci, physics.app-ph","The development of solid-state batteries (SSBs) is hindered by degradation at solid-solid interfaces due to void formation and contact loss, resulting in increased impedance. Here, we systematically investigate the roles of real and unrecoverable interfacial contact areas at the electrode/Li$_6$PS$_5$Cl interface in driving the impedance rise. By controlling contact geometries and applied pressures, we identify their distinct contributions to the impedance spectra and quantify their influence on the interfacial resistance and transport. Experiments reveal that interfacial resistance varies strongly with recoverable contact area and applied pressure following power law scaling, with exponents of -1 and -0.5, respectively. Moreover, distributed contacts result in lower impedance due to smaller potential gradients and a more uniform potential distribution. Continuum simulations of the contact geometries predict interfacial resistances in agreement with experiments. Our work highlights the influence of unrecoverable and recoverable contact losses on SSB impedance while quantifying the effectiveness of mitigation strategies.",https://arxiv.org/pdf/2501.00600v2,Impedance Spectra,38.71,
1910.05031v2,Analytical Model for Light Modulating Impedance Spectroscopy (LIMIS) in All-Solid-State p-n Junction Solar Cells at Open-Circuit,"Osbel Almora, Daniel Miravet, Gebhard J. Matt, Germà Garcia-Belmonte, Christoph J. Brabec",2019,"cond-mat.mtrl-sci, physics.app-ph, physics.chem-ph","Non-circuit theory drift-diffusion numerical simulation of standard potentiostatic impedance spectroscopy (IS) is a well-known strategy for characterization of materials and electronic devices. It implies the time-dependent solutions from the continuity and Poisson's equations under small perturbation of the bias boundary condition at the electrodes. But in the case of photo-sensitive devices a small light perturbation can be also taken modulating the generation rate along the absorber bulk. In that focus, this work approaches a set of analytical solutions for the signals of IS and intensity modulated photocurrent and photovoltage spectroscopies, IMPS and IMVS respectively, from one-sided p-n junction solar cells at open-circuit. Subsequently, a photo-impedance signal named light intensity modulated impedance spectroscopy (LIMIS equals IMVS over IMPS) is analytically simulated and its difference with respect to IS suggests a correlation with the surface charge carrier recombination velocity. This is an illustrative result and starting point for future more realistic numerical simulations.",https://arxiv.org/pdf/1910.05031v2,"impedance spectroscopy, impedance spectroscopy",33.23,
2410.21886v1,Bayesian Optimization for Hyperparameters Tuning in Neural Networks,Gabriele Onorato,2024,"cs.LG, cs.AI, math.OC","This study investigates the application of Bayesian Optimization (BO) for the hyperparameter tuning of neural networks, specifically targeting the enhancement of Convolutional Neural Networks (CNN) for image classification tasks. Bayesian Optimization is a derivative-free global optimization method suitable for expensive black-box functions with continuous inputs and limited evaluation budgets. The BO algorithm leverages Gaussian Process regression and acquisition functions like Upper Confidence Bound (UCB) and Expected Improvement (EI) to identify optimal configurations effectively. Using the Ax and BOTorch frameworks, this work demonstrates the efficiency of BO in reducing the number of hyperparameter tuning trials while achieving competitive model performance. Experimental outcomes reveal that BO effectively balances exploration and exploitation, converging rapidly towards optimal settings for CNN architectures. This approach underlines the potential of BO in automating neural network tuning, contributing to improved accuracy and computational efficiency in machine learning pipelines.",https://arxiv.org/pdf/2410.21886v1,"Machine Learning, Neural Network, CNN, Gaussian Process, Bayesian optimization, DL, convolutional neural network, regression, classification",27.56,
1607.08316v2,Efficient Hyperparameter Optimization of Deep Learning Algorithms Using Deterministic RBF Surrogates,"Ilija Ilievski, Taimoor Akhtar, Jiashi Feng, Christine Annette Shoemaker",2016,"cs.AI, cs.LG, stat.ML","Automatically searching for optimal hyperparameter configurations is of crucial importance for applying deep learning algorithms in practice. Recently, Bayesian optimization has been proposed for optimizing hyperparameters of various machine learning algorithms. Those methods adopt probabilistic surrogate models like Gaussian processes to approximate and minimize the validation error function of hyperparameter values. However, probabilistic surrogates require accurate estimates of sufficient statistics (e.g., covariance) of the error distribution and thus need many function evaluations with a sizeable number of hyperparameters. This makes them inefficient for optimizing hyperparameters of deep learning algorithms, which are highly expensive to evaluate. In this work, we propose a new deterministic and efficient hyperparameter optimization method that employs radial basis functions as error surrogates. The proposed mixed integer algorithm, called HORD, searches the surrogate for the most promising hyperparameter values through dynamic coordinate search and requires many fewer function evaluations. HORD does well in low dimensions but it is exceptionally better in higher dimensions. Extensive evaluations on MNIST and CIFAR-10 for four deep neural networks demonstrate HORD significantly outperforms the well-established Bayesian optimization methods such as GP, SMAC, and TPE. For instance, on average, HORD is more than 6 times faster than GP-EI in obtaining the best configuration of 19 hyperparameters.",https://arxiv.org/pdf/1607.08316v2,"Machine Learning, Deep Learning, Neural Network, Gaussian Process, Bayesian optimization, AI, deep neural network",27.56,
2310.05456v1,Ensemble-based Hybrid Optimization of Bayesian Neural Networks and Traditional Machine Learning Algorithms,Peiwen Tan,2023,"cs.LG, cs.AI","This research introduces a novel methodology for optimizing Bayesian Neural Networks (BNNs) by synergistically integrating them with traditional machine learning algorithms such as Random Forests (RF), Gradient Boosting (GB), and Support Vector Machines (SVM). Feature integration solidifies these results by emphasizing the second-order conditions for optimality, including stationarity and positive definiteness of the Hessian matrix. Conversely, hyperparameter tuning indicates a subdued impact in improving Expected Improvement (EI), represented by EI(x). Overall, the ensemble method stands out as a robust, algorithmically optimized approach.",https://arxiv.org/pdf/2310.05456v1,"Machine Learning, Neural Network, Random Forest, SVM",26.55,
2112.12251v1,"ML4CO: Is GCNN All You Need? Graph Convolutional Neural Networks Produce Strong Baselines For Combinatorial Optimization Problems, If Tuned and Trained Properly, on Appropriate Data","Amin Banitalebi-Dehkordi, Yong Zhang",2021,"cs.LG, cs.AI, cs.DM, cs.NE","The 2021 NeurIPS Machine Learning for Combinatorial Optimization (ML4CO) competition was designed with the goal of improving state-of-the-art combinatorial optimization solvers by replacing key heuristic components with machine learning models. The competition's main scientific question was the following: is machine learning a viable option for improving traditional combinatorial optimization solvers on specific problem distributions, when historical data is available? This was motivated by the fact that in many practical scenarios, the data changes only slightly between the repetitions of a combinatorial optimization problem, and this is an area where machine learning models are particularly powerful at. This paper summarizes the solution and lessons learned by the Huawei EI-OROAS team in the dual task of the competition. The submission of our team achieved the second place in the final ranking, with a very close distance to the first spot. In addition, our solution was ranked first consistently for several weekly leaderboard updates before the final evaluation. We provide insights gained from a large number of experiments, and argue that a simple Graph Convolutional Neural Network (GCNNs) can achieve state-of-the-art results if trained and tuned properly.",https://arxiv.org/pdf/2112.12251v1,"Machine Learning, Neural Network, CNN, AI, ML, convolutional neural network",26.55,
2205.01204v1,Multi-Task Text Classification using Graph Convolutional Networks for Large-Scale Low Resource Language,"Mounika Marreddy, Subba Reddy Oota, Lakshmi Sireesha Vakada, Venkata Charan Chinni, Radhika Mamidi",2022,"cs.CL, cs.AI, cs.LG","Graph Convolutional Networks (GCN) have achieved state-of-art results on single text classification tasks like sentiment analysis, emotion detection, etc. However, the performance is achieved by testing and reporting on resource-rich languages like English. Applying GCN for multi-task text classification is an unexplored area. Moreover, training a GCN or adopting an English GCN for Indian languages is often limited by data availability, rich morphological variation, syntax, and semantic differences. In this paper, we study the use of GCN for the Telugu language in single and multi-task settings for four natural language processing (NLP) tasks, viz. sentiment analysis (SA), emotion identification (EI), hate-speech (HS), and sarcasm detection (SAR). In order to evaluate the performance of GCN with one of the Indian languages, Telugu, we analyze the GCN based models with extensive experiments on four downstream tasks. In addition, we created an annotated Telugu dataset, TEL-NLP, for the four NLP tasks. Further, we propose a supervised graph reconstruction method, Multi-Task Text GCN (MT-Text GCN) on the Telugu that leverages to simultaneously (i) learn the low-dimensional word and sentence graph embeddings from word-sentence graph reconstruction using graph autoencoder (GAE) and (ii) perform multi-task text classification using these latent sentence graph embeddings. We argue that our proposed MT-Text GCN achieves significant improvements on TEL-NLP over existing Telugu pretrained word embeddings, and multilingual pretrained Transformer models: mBERT, and XLM-R. On TEL-NLP, we achieve a high F1-score for four NLP tasks: SA (0.84), EI (0.55), HS (0.83) and SAR (0.66). Finally, we show our model's quantitative and qualitative analysis on the four NLP tasks in Telugu.",https://arxiv.org/pdf/2205.01204v1,"NLP, Natural Language Processing, Autoencoder, AI, classification",26.55,
2504.15327v3,Advancing Embodied Intelligence in Robotic-Assisted Endovascular Procedures: A Systematic Review of AI Solutions,"Tianliang Yao, Bo Lu, Markus Kowarschik, Yixuan Yuan, Hubin Zhao, Sebastien Ourselin, Kaspar Althoefer, Junbo Ge, Peng Qi",2025,"cs.RO, cs.LG","Endovascular procedures have revolutionized vascular disease treatment, yet their manual execution is challenged by the demands for high precision, operator fatigue, and radiation exposure. Robotic systems have emerged as transformative solutions to mitigate these inherent limitations. A pivotal moment has arrived, where a confluence of pressing clinical needs and breakthroughs in AI creates an opportunity for a paradigm shift toward Embodied Intelligence (EI), enabling robots to navigate complex vascular networks and adapt to dynamic physiological conditions. Data-driven approaches, leveraging advanced computer vision, medical image analysis, and machine learning, drive this evolution by enabling real-time vessel segmentation, device tracking, and anatomical landmark detection. Reinforcement learning and imitation learning further enhance navigation strategies and replicate expert techniques. This review systematically analyzes the integration of EI into endovascular robotics, identifying profound systemic challenges such as the heterogeneity in validation standards and the gap between human mimicry and machine-native capabilities. Based on this analysis, a conceptual roadmap is proposed that reframes the ultimate objective away from systems that supplant clinical decision-making. This vision of augmented intelligence, where the clinician's role evolves into that of a high-level supervisor, provides a principled foundation for the future of the field.",https://arxiv.org/pdf/2504.15327v3,"Machine Learning, Data-driven, Reinforcement learning, AI",25.35,
2202.04041v2,Physics-informed neural networks for solving parametric magnetostatic problems,"Andrés Beltrán-Pulido, Ilias Bilionis, Dionysios Aliprantis",2022,"cs.CE, cs.LG, physics.comp-ph","The objective of this paper is to investigate the ability of physics-informed neural networks to learn the magnetic field response as a function of design parameters in the context of a two-dimensional (2-D) magnetostatic problem. Our approach is as follows. First, we present a functional whose minimization is equivalent to solving parametric magnetostatic problems. Subsequently, we use a deep neural network (DNN) to represent the magnetic field as a function of space and parameters that describe geometric features and operating points. We train the DNN by minimizing the physics-informed functional using stochastic gradient descent. Lastly, we demonstrate our approach on a \mbox{ten-dimensional} EI-core electromagnet problem with parameterized geometry. We evaluate the accuracy of the DNN by comparing its predictions to those of finite element analysis.",https://arxiv.org/pdf/2202.04041v2,"Neural Network, Physics-informed, AI, deep neural network, prediction",25.35,
2009.10537v3,EI-MTD:Moving Target Defense for Edge Intelligence against Adversarial Attacks,"Yaguan Qian, Qiqi Shao, Jiamin Wang, Xiang Lin, Yankai Guo, Zhaoquan Gu, Bin Wang, Chunming Wu",2020,"cs.CR, cs.AI, cs.CV, cs.LG, stat.ML","With the boom of edge intelligence, its vulnerability to adversarial attacks becomes an urgent problem. The so-called adversarial example can fool a deep learning model on the edge node to misclassify. Due to the property of transferability, the adversary can easily make a black-box attack using a local substitute model. Nevertheless, the limitation of resource of edge nodes cannot afford a complicated defense mechanism as doing on the cloud data center. To overcome the challenge, we propose a dynamic defense mechanism, namely EI-MTD. It first obtains robust member models with small size through differential knowledge distillation from a complicated teacher model on the cloud data center. Then, a dynamic scheduling policy based on a Bayesian Stackelberg game is applied to the choice of a target model for service. This dynamic defense can prohibit the adversary from selecting an optimal substitute model for black-box attacks. Our experimental result shows that this dynamic scheduling can effectively protect edge intelligence against adversarial attacks under the black-box setting.",https://arxiv.org/pdf/2009.10537v3,"Deep Learning, AI",25.35,
2311.09591v1,Accelerating material discovery with a threshold-driven hybrid acquisition policy-based Bayesian optimization,"Ahmed Shoyeb Raihan, Hamed Khosravi, Srinjoy Das, Imtiaz Ahmed",2023,"cs.LG, cond-mat.mtrl-sci, stat.ML","Advancements in materials play a crucial role in technological progress. However, the process of discovering and developing materials with desired properties is often impeded by substantial experimental costs, extensive resource utilization, and lengthy development periods. To address these challenges, modern approaches often employ machine learning (ML) techniques such as Bayesian Optimization (BO), which streamline the search for optimal materials by iteratively selecting experiments that are most likely to yield beneficial results. However, traditional BO methods, while beneficial, often struggle with balancing the trade-off between exploration and exploitation, leading to sub-optimal performance in material discovery processes. This paper introduces a novel Threshold-Driven UCB-EI Bayesian Optimization (TDUE-BO) method, which dynamically integrates the strengths of Upper Confidence Bound (UCB) and Expected Improvement (EI) acquisition functions to optimize the material discovery process. Unlike the classical BO, our method focuses on efficiently navigating the high-dimensional material design space (MDS). TDUE-BO begins with an exploration-focused UCB approach, ensuring a comprehensive initial sweep of the MDS. As the model gains confidence, indicated by reduced uncertainty, it transitions to the more exploitative EI method, focusing on promising areas identified earlier. The UCB-to-EI switching policy dictated guided through continuous monitoring of the model uncertainty during each step of sequential sampling results in navigating through the MDS more efficiently while ensuring rapid convergence. The effectiveness of TDUE-BO is demonstrated through its application on three different material datasets, showing significantly better approximation and optimization performance over the EI and UCB-based BO methods in terms of the RMSE scores and convergence efficiency, respectively.",https://arxiv.org/pdf/2311.09591v1,"Machine Learning, Bayesian optimization, AI, ML",25.35,
2506.11641v1,Deep Symmetric Autoencoders from the Eckart-Young-Schmidt Perspective,"Simone Brivio, Nicola Rares Franco",2025,"math.NA, cs.LG","Deep autoencoders have become a fundamental tool in various machine learning applications, ranging from dimensionality reduction and reduced order modeling of partial differential equations to anomaly detection and neural machine translation. Despite their empirical success, a solid theoretical foundation for their expressiveness remains elusive, particularly when compared to classical projection-based techniques. In this work, we aim to take a step forward in this direction by presenting a comprehensive analysis of what we refer to as symmetric autoencoders, a broad class of deep learning architectures ubiquitous in the literature. Specifically, we introduce a formal distinction between different classes of symmetric architectures, analyzing their strengths and limitations from a mathematical perspective. For instance, we show that the reconstruction error of symmetric autoencoders with orthonormality constraints can be understood by leveraging the well-renowned Eckart-Young-Schmidt (EYS) theorem. As a byproduct of our analysis, we end up developing the EYS initialization strategy for symmetric autoencoders, which is based on an iterated application of the Singular Value Decomposition (SVD). To validate our findings, we conduct a series of numerical experiments where we benchmark our proposal against conventional deep autoencoders, discussing the importance of model design and initialization.",https://arxiv.org/pdf/2506.11641v1,"Machine Learning, Deep Learning, Autoencoder, AI, dimensionality reduction",25.35,
2008.00824v3,State-of-the-art Techniques in Deep Edge Intelligence,"Ahnaf Hannan Lodhi, Barış Akgün, Öznur Özkasap",2020,"cs.AI, cs.DC, cs.LG, eess.SP","The potential held by the gargantuan volumes of data being generated across networks worldwide has been truly unlocked by machine learning techniques and more recently Deep Learning. The advantages offered by the latter have seen it rapidly becoming a framework of choice for various applications. However, the centralization of computational resources and the need for data aggregation have long been limiting factors in the democratization of Deep Learning applications. Edge Computing is an emerging paradigm that aims to utilize the hitherto untapped processing resources available at the network periphery. Edge Intelligence (EI) has quickly emerged as a powerful alternative to enable learning using the concepts of Edge Computing. Deep Learning-based Edge Intelligence or Deep Edge Intelligence (DEI) lies in this rapidly evolving domain. In this article, we provide an overview of the major constraints in operationalizing DEI. The major research avenues in DEI have been consolidated under Federated Learning, Distributed Computation, Compression Schemes and Conditional Computation. We also present some of the prevalent challenges and highlight prospective research avenues.",https://arxiv.org/pdf/2008.00824v3,"Machine Learning, Deep Learning, AI, DL",25.35,
2211.01455v1,PI is back! Switching Acquisition Functions in Bayesian Optimization,"Carolin Benjamins, Elena Raponi, Anja Jankovic, Koen van der Blom, Maria Laura Santoni, Marius Lindauer, Carola Doerr",2022,cs.LG,"Bayesian Optimization (BO) is a powerful, sample-efficient technique to optimize expensive-to-evaluate functions. Each of the BO components, such as the surrogate model, the acquisition function (AF), or the initial design, is subject to a wide range of design choices. Selecting the right components for a given optimization task is a challenging task, which can have significant impact on the quality of the obtained results. In this work, we initiate the analysis of which AF to favor for which optimization scenarios. To this end, we benchmark SMAC3 using Expected Improvement (EI) and Probability of Improvement (PI) as acquisition functions on the 24 BBOB functions of the COCO environment. We compare their results with those of schedules switching between AFs. One schedule aims to use EI's explorative behavior in the early optimization steps, and then switches to PI for a better exploitation in the final steps. We also compare this to a random schedule and round-robin selection of EI and PI. We observe that dynamic schedules oftentimes outperform any single static one. Our results suggest that a schedule that allocates the first 25 % of the optimization budget to EI and the last 75 % to PI is a reliable default. However, we also observe considerable performance differences for the 24 functions, suggesting that a per-instance allocation, possibly learned on the fly, could offer significant improvement over the state-of-the-art BO designs.",https://arxiv.org/pdf/2211.01455v1,"Bayesian optimization, AI",25.35,
2310.05166v3,A Corrected Expected Improvement Acquisition Function Under Noisy Observations,"Han Zhou, Xingchen Ma, Matthew B Blaschko",2023,"cs.LG, stat.ML","Sequential maximization of expected improvement (EI) is one of the most widely used policies in Bayesian optimization because of its simplicity and ability to handle noisy observations. In particular, the improvement function often uses the best posterior mean as the best incumbent in noisy settings. However, the uncertainty associated with the incumbent solution is often neglected in many analytic EI-type methods: a closed-form acquisition function is derived in the noise-free setting, but then applied to the setting with noisy observations. To address this limitation, we propose a modification of EI that corrects its closed-form expression by incorporating the covariance information provided by the Gaussian Process (GP) model. This acquisition function specializes to the classical noise-free result, and we argue should replace that formula in Bayesian optimization software packages, tutorials, and textbooks. This enhanced acquisition provides good generality for noisy and noiseless settings. We show that our method achieves a sublinear convergence rate on the cumulative regret bound under heteroscedastic observation noise. Our empirical results demonstrate that our proposed acquisition function can outperform EI in the presence of noisy observations on benchmark functions for black-box optimization, as well as on parameter search for neural network model compression.",https://arxiv.org/pdf/2310.05166v3,"Neural Network, Gaussian Process, Bayesian optimization, AI, DL",25.35,
2411.04744v3,Respecting the limit:Bayesian optimization with a bound on the optimal value,"Hanyang Wang, Juergen Branke, Matthias Poloczek",2024,cs.LG,"In many real-world optimization problems, we have prior information about what objective function values are achievable. In this paper, we study the scenario that we have either exact knowledge of the minimum value or a, possibly inexact, lower bound on its value. We propose bound-aware Bayesian optimization (BABO), a Bayesian optimization method that uses a new surrogate model and acquisition function to utilize such prior information. We present SlogGP, a new surrogate model that incorporates bound information and adapts the Expected Improvement (EI) acquisition function accordingly. Empirical results on a variety of benchmarks demonstrate the benefit of taking prior information about the optimal value into account, and that the proposed approach significantly outperforms existing techniques. Furthermore, we notice that even in the absence of prior information on the bound, the proposed SlogGP surrogate model still performs better than the standard GP model in most cases, which we explain by its larger expressiveness.",https://arxiv.org/pdf/2411.04744v3,"Bayesian optimization, AI",25.35,
2506.02038v1,Blockchain Powered Edge Intelligence for U-Healthcare in Privacy Critical and Time Sensitive Environment,"Anum Nawaz, Hafiz Humza Mahmood Ramzan, Xianjia Yu, Zhuo Zou, Tomi Westerlund",2025,"cs.CR, cs.LG","Edge Intelligence (EI) serves as a critical enabler for privacy-preserving systems by providing AI-empowered computation and distributed caching services at the edge, thereby minimizing latency and enhancing data privacy. The integration of blockchain technology further augments EI frameworks by ensuring transactional transparency, auditability, and system-wide reliability through a decentralized network model. However, the operational architecture of such systems introduces inherent vulnerabilities, particularly due to the extensive data interactions between edge gateways (EGs) and the distributed nature of information storage during service provisioning. To address these challenges, we propose an autonomous computing model along with its interaction topologies tailored for privacy-critical and time-sensitive health applications. The system supports continuous monitoring, real-time alert notifications, disease detection, and robust data processing and aggregation. It also includes a data transaction handler and mechanisms for ensuring privacy at the EGs. Moreover, a resource-efficient one-dimensional convolutional neural network (1D-CNN) is proposed for the multiclass classification of arrhythmia, enabling accurate and real-time analysis of constrained EGs. Furthermore, a secure access scheme is defined to manage both off-chain and on-chain data sharing and storage. To validate the proposed model, comprehensive security, performance, and cost analyses are conducted, demonstrating the efficiency and reliability of the fine-grained access control scheme.",https://arxiv.org/pdf/2506.02038v1,"Neural Network, CNN, AI, DL, convolutional neural network, classification",25.35,
2102.09009v1,BORE: Bayesian Optimization by Density-Ratio Estimation,"Louis C. Tiao, Aaron Klein, Matthias Seeger, Edwin V. Bonilla, Cedric Archambeau, Fabio Ramos",2021,"cs.LG, stat.ML","Bayesian optimization (BO) is among the most effective and widely-used blackbox optimization methods. BO proposes solutions according to an explore-exploit trade-off criterion encoded in an acquisition function, many of which are computed from the posterior predictive of a probabilistic surrogate model. Prevalent among these is the expected improvement (EI) function. The need to ensure analytical tractability of the predictive often poses limitations that can hinder the efficiency and applicability of BO. In this paper, we cast the computation of EI as a binary classification problem, building on the link between class-probability estimation and density-ratio estimation, and the lesser-known link between density-ratios and EI. By circumventing the tractability constraints, this reformulation provides numerous advantages, not least in terms of expressiveness, versatility, and scalability.",https://arxiv.org/pdf/2102.09009v1,"Bayesian optimization, AI, classification",25.35,
2001.06858v1,Finding Optimal Points for Expensive Functions Using Adaptive RBF-Based Surrogate Model Via Uncertainty Quantification,"Ray-Bing Chen, Yuan Wang, C. F. Jeff Wu",2020,"stat.ML, cs.LG, stat.ME","Global optimization of expensive functions has important applications in physical and computer experiments. It is a challenging problem to develop efficient optimization scheme, because each function evaluation can be costly and the derivative information of the function is often not available. We propose a novel global optimization framework using adaptive Radial Basis Functions (RBF) based surrogate model via uncertainty quantification. The framework consists of two iteration steps. It first employs an RBF-based Bayesian surrogate model to approximate the true function, where the parameters of the RBFs can be adaptively estimated and updated each time a new point is explored. Then it utilizes a model-guided selection criterion to identify a new point from a candidate set for function evaluation. The selection criterion adopted here is a sample version of the expected improvement (EI) criterion. We conduct simulation studies with standard test functions, which show that the proposed method has some advantages, especially when the true surface is not very smooth. In addition, we also propose modified approaches to improve the search performance for identifying global optimal points and to deal with the higher dimension scenarios.",https://arxiv.org/pdf/2001.06858v1,AI,25.35,
2206.13035v2,A General Recipe for Likelihood-free Bayesian Optimization,"Jiaming Song, Lantao Yu, Willie Neiswanger, Stefano Ermon",2022,"cs.LG, cs.AI, stat.ML","The acquisition function, a critical component in Bayesian optimization (BO), can often be written as the expectation of a utility function under a surrogate model. However, to ensure that acquisition functions are tractable to optimize, restrictions must be placed on the surrogate model and utility function. To extend BO to a broader class of models and utilities, we propose likelihood-free BO (LFBO), an approach based on likelihood-free inference. LFBO directly models the acquisition function without having to separately perform inference with a probabilistic surrogate model. We show that computing the acquisition function in LFBO can be reduced to optimizing a weighted classification problem, where the weights correspond to the utility being chosen. By choosing the utility function for expected improvement (EI), LFBO outperforms various state-of-the-art black-box optimization methods on several real-world optimization problems. LFBO can also effectively leverage composite structures of the objective function, which further improves its regret by several orders of magnitude.",https://arxiv.org/pdf/2206.13035v2,"Bayesian optimization, classification",25.35,
2402.02687v1,Poisson Process for Bayesian Optimization,"Xiaoxing Wang, Jiaxing Li, Chao Xue, Wei Liu, Weifeng Liu, Xiaokang Yang, Junchi Yan, Dacheng Tao",2024,"cs.LG, cs.AI, stat.ML","BayesianOptimization(BO) is a sample-efficient black-box optimizer, and extensive methods have been proposed to build the absolute function response of the black-box function through a probabilistic surrogate model, including Tree-structured Parzen Estimator (TPE), random forest (SMAC), and Gaussian process (GP). However, few methods have been explored to estimate the relative rankings of candidates, which can be more robust to noise and have better practicality than absolute function responses, especially when the function responses are intractable but preferences can be acquired. To this end, we propose a novel ranking-based surrogate model based on the Poisson process and introduce an efficient BO framework, namely Poisson Process Bayesian Optimization (PoPBO). Two tailored acquisition functions are further derived from classic LCB and EI to accommodate it. Compared to the classic GP-BO method, our PoPBO has lower computation costs and better robustness to noise, which is verified by abundant experiments. The results on both simulated and real-world benchmarks, including hyperparameter optimization (HPO) and neural architecture search (NAS), show the effectiveness of PoPBO.",https://arxiv.org/pdf/2402.02687v1,"Random Forest, Gaussian Process, Bayesian optimization, AI",25.35,
2410.19478v1,Physics-based inverse modeling of battery degradation with Bayesian methods,"Micha C. J. Philipp, Yannick Kuhn, Arnulf Latz, Birger Horstmann",2024,"physics.chem-ph, physics.app-ph","To further improve Lithium-ion batteries (LiBs), a profound understanding of complex battery processes is crucial. Physical models offer understanding but are difficult to validate and parameterize. Therefore, automated machine-learning methods (ML) are necessary to evaluate models with experimental data. Bayesian methods, e.g., Bayesian optimization for likelihood-free inference (EP-BOLFI), stand out as they capture uncertainties in models and data while granting meaningful parameterization. An important topic is prolonging battery lifetime, which is limited by degradation, such as the solid-electrolyte interphase (SEI) growth. As a case study, we apply EP-BOLFI to parametrize SEI growth models with synthetic and real degradation data. EP-BOLFI allows for incorporating human expertise in the form of suitable feature selection, which improves the parametrization. We show that even under impeded conditions, we achieve correct parameterization with reasonable uncertainty quantification, needing less computational effort than standard Markov chain Monte Carlo methods. Additionally, the physically reliable summary statistics show if parameters are strongly correlated and not unambiguously identifiable. Further, we investigate Bayesian alternately subsampled quadrature (BASQ), which calculates model probabilities, to confirm electron diffusion as the best theoretical model to describe SEI growth during battery storage.",https://arxiv.org/pdf/2410.19478v1,"Bayesian optimization, AI, ML, feature selection",25.35,
2408.01469v1,Solid-State Oxide-Ion Synaptic Transistor for Neuromorphic Computing,"Philipp Langner, Francesco Chiabrera, Nerea Alayo, Paul Nizet, Luigi Morrone, Carlota Bozal-Ginesta, Alex Morata, Albert Tarancòn",2024,"cs.ET, physics.app-ph","Neuromorphic hardware facilitates rapid and energy-efficient training and operation of neural network models for artificial intelligence. However, existing analog in-memory computing devices, like memristors, continue to face significant challenges that impede their commercialization. These challenges include high variability due to their stochastic nature. Microfabricated electrochemical synapses offer a promising approach by functioning as an analog programmable resistor based on deterministic ion-insertion mechanisms. Here, we developed an all-solid-state oxide-ion synaptic transistor employing $\text{Bi}_2\text{V}_{0.9}\text{Cu}_{0.1}\text{O}_{5.35}$ as a superior oxide-ion conductor electrolyte and $\text{La}_\text{0.5}\text{Sr}_\text{0.5}\text{F}\text{O}_\text{3-$δ$}$ as a variable resistance channel able to efficiently operate at temperatures compatible with conventional electronics. Our transistor exhibits essential synaptic behaviors such as long- and short-term potentiation, paired-pulse facilitation, and post-tetanic potentiation, mimicking fundamental properties of biological neural networks. Key criteria for efficient neuromorphic computing are satisfied, including excellent linear and symmetric synaptic plasticity, low energy consumption per programming pulse, and high endurance with minimal cycle-to-cycle variation. Integrated into an artificial neural network (ANN) simulation for handwritten digit recognition, the presented synaptic transistor achieved a 96% accuracy on the MNIST dataset, illustrating the effective implementation of our device in ANNs. These findings demonstrate the potential of oxide-ion based synaptic transistors for effective implementation in analog neuromorphic computing based on iontronics.",https://arxiv.org/pdf/2408.01469v1,"Neural Network, Artificial Intelligence, AI, artificial neural network",25.35,
2401.01506v2,AIRI: Predicting Retention Indices and their Uncertainties using Artificial Intelligence,"Lewis Y. Geer, Stephen E. Stein, William Gary Mallard, Douglas J. Slotta",2024,"cs.LG, q-bio.QM","The Kováts Retention index (RI) is a quantity measured using gas chromatography and commonly used in the identification of chemical structures. Creating libraries of observed RI values is a laborious task, so we explore the use of a deep neural network for predicting RI values from structure for standard semipolar columns. This network generated predictions with a mean absolute error of 15.1 and, in a quantification of the tail of the error distribution, a 95th percentile absolute error of 46.5. Because of the Artificial Intelligence Retention Indices (AIRI) network's accuracy, it was used to predict RI values for the NIST EI-MS spectral libraries. These RI values are used to improve chemical identification methods and the quality of the library. Estimating uncertainty is an important practical need when using prediction models. To quantify the uncertainty of our network for each individual prediction, we used the outputs of an ensemble of 8 networks to calculate a predicted standard deviation for each RI value prediction. This predicted standard deviation was corrected to follow the error between observed and predicted RI values. The Z scores using these predicted standard deviations had a standard deviation of 1.52 and a 95th percentile absolute Z score corresponding to a mean RI value of 42.6.",https://arxiv.org/pdf/2401.01506v2,"Neural Network, Artificial Intelligence, AI, deep neural network, prediction",23.78,
